T,X,Y
0,81.30730048679101,3
1,69.1007787074219,13
0,67.32048834320543,2
0,95.49062445902071,5
0,83.95384447037364,8
0,78.49852035038808,0
0,47.35344307117127,9
1,53.83157322964909,19
1,46.43963758512908,14
1,83.89258876461928,18
0,73.61042085724739,9
1,77.82816839587504,20
0,81.18755158362386,7
1,60.03705618778737,13
1,43.24833039776125,12
1,58.9688066548171,14
0,76.9613395844934,6
1,75.07094822654221,19
0,70.44711820045164,3
1,85.90701702276436,13
1,58.79461584996473,13
1,96.220832664899,23
1,55.49939142718944,29
1,62.74522736535377,11
1,41.526706603971405,9
0,72.7977131230196,0
0,95.466510091372,6
0,87.53226839440616,8
0,81.75747506606318,8
0,97.78120943597241,5
1,80.16546567468751,16
0,71.82847627923256,9
0,59.000272496390664,20
0,52.346855187402525,7
0,83.73657315807765,10
0,53.61941088770197,4
0,62.11545686974177,7
1,65.5959129943488,17
1,65.73244424324054,28
0,81.11449651903087,2
1,61.545965603724625,14
1,60.84243718016646,11
1,79.61625191758846,17
0,62.812342756661025,7
0,67.24847499033696,1
0,82.36352046807582,7
0,69.61833826519708,7
0,60.77521018756069,6
1,88.47523946300757,14
1,62.38032388199703,19
0,79.38958628577542,7
0,72.29677078332381,7
0,80.74691578772078,7
1,86.95627858280208,13
1,83.92169996115605,15
1,65.53795941850987,15
0,76.51007046379142,3
1,65.46661592390541,19
1,97.60651887074194,9
0,75.75602823756958,10
0,90.0694766364669,3
1,37.88786261524614,11
0,81.99766985076835,6
1,72.78074279688157,14
0,79.19374988395323,10
1,54.53656353691477,11
0,59.64825143483145,1
1,65.3859495049509,16
1,70.53892580925144,24
1,67.31240100811256,10
0,82.2294841489523,12
1,80.50133525110299,26
0,96.73118588794557,4
1,55.13871107473669,22
0,56.67243261443513,6
1,84.69401883305177,13
0,69.97392638107114,5
1,59.163840927868605,14
1,70.35969950383824,11
1,76.25874164603425,15
0,47.45506666269552,3
0,84.77103475246929,16
0,54.18266764436333,13
1,84.84658481900217,15
0,81.00924096144173,6
0,51.95675519272957,11
0,64.78073725358,20
1,67.84250813632704,24
1,62.108251866793836,19
0,55.379646403252224,15
1,57.2928350358223,8
0,79.52583912435568,0
0,65.0743147960531,9
0,46.599779179228335,3
1,62.18236213430026,16
0,62.18998615022361,6
0,75.3180097298893,8
0,85.75729047854368,8
0,39.256725872900205,5
1,83.85918025539601,14
0,67.12008826449271,11
1,76.47417883649133,15
0,83.43741275837796,5
1,66.42054827685017,14
1,67.73834139915408,12
1,88.50023015585701,10
1,85.21177687754388,23
1,80.87783256387237,9
1,86.18951204279867,16
1,68.88662081673704,15
1,62.49483902232979,15
0,72.79172067619935,9
0,72.46150786532601,20
0,97.4374574712676,15
1,50.790330448693126,14
0,36.43893044290064,0
1,67.8757756770151,17
1,73.5200920060883,15
0,54.522639917622165,2
1,97.46931805054537,19
1,79.58169552584414,14
1,53.7419269411288,13
1,69.4558980695315,24
1,67.00693844219269,20
0,85.66182026573439,5
0,72.5894989053443,14
1,104.73681007960548,17
1,77.02037532358469,13
0,59.65852431640123,4
0,78.02671196623821,5
1,81.76343194780618,14
0,98.73414393297823,2
1,76.83152433221707,13
0,51.685897971992055,0
0,46.79837243055744,0
1,101.4471296069386,17
0,66.20258474970211,9
0,63.66255887445155,6
0,77.28884551219966,1
0,83.33014442579358,5
1,90.12205583552804,8
1,95.224295542869,9
0,80.87083210799179,3
1,55.79936597100558,17
1,88.07386585709638,25
1,49.723404462938106,18
0,80.11266404365979,4
0,96.60675963772461,1
1,91.34288360150985,18
1,46.47418205609762,19
0,82.43889370495135,4
1,70.22130901939099,20
0,37.78735195922518,11
1,69.3357763915646,14
0,69.72679836177446,6
0,58.03067927813089,2
1,64.52516462113394,8
1,90.89807037597222,14
0,81.98675290948898,6
0,86.96546878921171,3
1,57.04614071994429,12
0,91.36506267022837,10
0,113.33328967053231,4
1,86.02700089483928,26
0,70.73080765065077,8
1,64.70318651296327,20
0,77.36411320718113,4
1,57.06320562294884,13
1,85.56686178770464,12
1,71.20588491510243,10
0,77.55528762901251,12
1,70.52840006056698,19
0,68.88527348743914,3
1,55.43857869167258,16
0,76.12388071477528,7
0,43.912567199841135,3
1,65.65446652505761,15
1,67.92183683208829,11
0,90.7716265998669,6
0,89.80872204879566,9
1,67.78439419511365,14
1,84.47283092845468,21
1,61.06014549243639,18
0,58.0629721129903,0
0,62.75596720311442,7
1,77.02012075055265,14
1,66.44650037850202,13
1,42.261496553702074,8
0,81.30010960470462,10
0,73.25493244637214,1
1,76.45746338524418,19
0,73.99937001982346,9
1,59.56649980420308,21
0,80.40209989540753,4
1,70.55424489897752,20
1,72.97109179762289,11
1,66.15278858896369,22
1,93.77068986310029,17
1,73.96648398033177,15
1,93.74295185754367,16
1,83.00239142001834,19
0,49.70607386460875,2
0,78.55002168772091,6
1,83.72486154957434,12
0,67.06085460147509,6
1,51.68923181567719,11
0,86.88525599159289,6
1,70.80246643204545,19
1,55.05611807553143,11
1,84.88135717207581,15
1,82.37894835353399,20
0,105.2653391120279,8
1,70.83416878139575,21
0,78.60305055724396,0
1,71.66033831265958,11
0,87.21737694595174,6
1,70.5012334043182,20
0,60.91340414654045,4
1,66.86134332985891,20
0,64.74005852912224,2
1,91.80756699326255,22
0,86.78142646589099,1
0,89.5561186054804,14
1,56.40446831530313,12
0,83.67767915208721,4
0,71.31073099616259,2
0,56.480055409680965,5
0,97.03663106614867,17
1,68.88918205119747,18
1,84.57762797151001,14
1,93.78507595965027,13
1,48.98558383626557,19
0,45.28638876411627,0
0,85.3609316432905,9
0,53.64714246401752,9
1,84.42596422268718,14
1,48.59252502470332,16
0,54.69795455621339,5
0,96.28101336676907,9
1,91.5100343540422,15
1,77.16495923198858,19
1,81.35740684759546,13
1,52.02697233643701,17
0,65.5105191457438,6
0,39.76112247830942,2
1,97.69961310013457,10
0,73.62712505924034,11
0,42.03312931932516,-4
0,60.215319396356584,-5
1,97.74451935505469,19
1,81.41603815867987,20
0,81.99212611896571,10
0,74.94969373997753,14
1,59.85484643832958,18
1,42.591739135773764,19
1,77.89693049454986,16
1,73.57463135503954,18
0,84.70195405344754,15
0,71.54634770410892,8
0,65.65357071220474,2
0,57.80258503113855,0
0,59.32927016249243,10
0,77.79719750904458,0
0,103.96629051176009,3
1,61.276145674291826,11
0,84.03778357760748,17
1,92.3555463281979,14
0,59.80778162082896,4
0,79.22499623769706,10
0,76.49604261393289,7
0,78.79588615156027,-3
1,82.82836406439489,12
0,76.48758510167757,-5
1,76.26499426295858,15
1,42.57958421543003,18
1,78.36597590125164,14
0,92.79657003683839,14
0,85.91220684766127,-5
0,100.49369276161285,13
0,109.18161612490934,4
1,89.30303229983674,15
0,53.13264021741348,2
0,95.40245246375007,5
1,94.38678429466935,16
1,68.27659363041049,8
0,61.46625868999544,2
1,72.29132658609011,10
0,94.86506145989836,0
0,74.66518693551681,7
1,85.57889193291618,14
1,65.63954257294989,17
0,56.498813473091005,5
1,64.37960163563741,16
1,71.98793559577831,26
1,59.65644637480406,20
0,57.51742058835508,1
0,60.4183360049921,2
0,82.76039758991709,8
1,108.95335961435384,19
0,92.34448476569133,2
0,79.17741346100715,0
1,44.636136624468946,14
0,89.60318090555965,13
1,63.58836730419657,17
1,52.508107350708045,13
0,48.111578940721316,5
0,69.60102677343272,2
0,49.48359523973769,9
1,64.44405982701402,7
0,90.38026632960822,4
1,89.75088621223941,17
0,65.30447820261205,4
1,49.90240313935578,18
1,59.80997980364225,19
1,89.62854604366429,23
1,83.90491476891751,14
1,94.97203853350442,10
0,51.821576636513484,0
1,83.35138367405523,14
0,97.49895421276305,-2
0,79.06869826138029,11
1,68.85917334070845,10
0,71.39601857273037,1
1,61.29106768675207,12
0,44.68136973735086,7
0,91.20734378150787,3
0,50.7351161323618,7
0,76.76691688918068,4
1,60.098737113740896,17
0,52.18209997062719,12
0,87.16864393958531,2
0,56.38438881073681,6
0,32.40858184901989,-1
1,78.40786639227946,14
1,87.37319772434378,23
0,88.48526837767207,10
1,77.08542554301006,24
1,88.47997802840098,16
0,59.572769504798586,1
1,77.70527660532098,20
1,69.58453037965448,25
0,45.56211897630328,6
1,72.81932436918518,11
0,73.47580656751738,0
1,55.499972011403365,16
1,38.95656033773808,22
0,61.866902750745666,0
1,66.5342927372239,13
0,56.60293967467918,3
0,71.10741345879782,10
0,75.58395296404504,4
1,83.65584150262721,21
0,78.24813643049278,2
0,87.67831339242903,5
1,52.55859303558081,15
0,87.51079996667823,5
0,68.19411885846374,7
0,43.79551913038323,6
0,78.20340341117549,9
1,69.48237275775804,14
1,67.82061884518662,15
0,99.39041766895443,3
0,101.33409674264038,10
0,97.1580028921454,9
1,87.24765988210531,7
1,70.35874728899289,19
1,73.4159503891736,22
0,30.504855903331745,1
1,67.06523604999386,13
1,56.93350316739818,19
1,96.9606779283564,17
1,40.26238952476067,14
1,67.9373666103667,23
0,65.28003236618764,5
1,106.40356193025977,17
1,54.41468963027634,23
0,70.31935896637164,4
1,57.14610645420482,19
1,69.34635373021148,11
0,59.42383349962019,4
1,77.85216009538028,16
1,55.22786299650829,13
0,94.97633907449688,5
0,79.26153448183499,5
0,85.72010772002199,3
0,81.82203837349375,9
0,82.5162477301771,14
0,77.21193698670427,4
0,65.74641492009322,-2
1,75.7758349839688,12
0,54.127342086915014,3
1,84.901239562981,18
0,67.00117151395577,8
1,60.090241265965076,9
0,61.879904702851874,7
1,51.444250424800096,8
1,87.96023807428037,18
0,57.23622109244094,13
1,74.32041981911134,10
1,80.19672244351763,17
1,83.97998811473711,13
1,86.94795249304227,12
1,59.66378253325547,16
0,58.99451230403804,8
0,76.58089678774311,4
0,81.8247241411111,3
1,55.711771362586845,13
0,82.28407920511484,9
0,86.24850569533072,16
0,80.7947728785007,10
0,67.78263968279319,-4
0,84.72878226123959,7
1,80.29388160235678,5
1,37.31670666254791,21
1,96.93200935601433,18
0,70.66124010246565,11
1,101.53526252190258,20
0,66.56185374611117,7
0,67.07083475452698,6
0,44.363654712919356,13
1,84.3557086592491,14
0,72.95901959532198,10
1,75.8916697100888,12
0,60.31713658037149,3
1,61.5444081639837,18
1,61.287512099754665,14
0,50.6334953373222,4
0,64.34398905891021,9
0,79.92126394812733,-4
0,79.39602439328766,0
1,55.45077033433067,14
1,71.07586088144873,22
1,73.64263234564599,19
0,55.977572713397336,9
0,89.97923574293308,3
1,81.63539548064138,17
1,56.274676684574644,14
1,93.97150153742157,8
0,53.3225721078815,1
0,85.79975083933886,16
0,82.86741312483399,7
1,47.54606225448166,15
0,82.45691033049246,11
0,91.34098285291421,11
0,54.21454094377471,7
1,68.18283049072218,15
1,66.26013728642161,11
0,58.48315362840151,17
1,73.22898238602042,20
0,53.47454572089859,8
1,69.83693000043016,16
1,68.97540485999856,12
0,44.70745774957336,13
1,73.9306173389744,28
0,61.30799375458356,4
0,61.36079029403811,8
0,82.56521783786266,16
1,63.905670461407034,15
0,56.214757580005674,1
1,70.532915517403,6
1,74.1257887267137,19
1,76.4077982789318,14
1,55.92899144449855,20
1,67.89450333362144,11
1,72.95483175646507,20
1,38.91574273397068,15
1,102.07849186347573,8
0,69.96949358998333,9
1,98.34701111439767,16
0,72.14074468128668,1
0,38.101925866003484,9
0,66.44220585613627,4
0,80.83381507489361,2
1,56.3611733355532,12
1,65.45117042375897,12
0,69.16160835970688,7
0,71.7146366493908,4
0,74.16268933250878,3
1,100.27134804696846,13
0,71.76269185696647,7
1,63.24082810800498,17
0,72.4241999433598,3
0,60.43940008885324,6
1,74.16977527575378,11
1,76.88672573596949,6
1,72.48779328317197,15
0,80.8261915986687,13
1,74.41451234500441,15
0,72.85974518529063,6
0,90.55969846554665,0
0,52.331664517837865,3
0,67.51921004174409,10
1,76.93900759576348,11
1,76.7383989669025,13
0,98.3298181051084,2
0,102.81105281532257,16
0,86.71022040562137,13
1,61.93372243820228,21
1,83.94741162457865,24
1,58.194767082757124,18
1,70.83851929718621,17
0,61.92063158618056,9
1,47.75263132635973,19
1,52.43568626071917,22
1,83.41843602234799,8
1,80.6477432903698,6
1,45.26929734872494,19
1,69.16043246669531,14
1,70.77714046346048,17
1,78.94602417237577,18
0,73.15415690580144,-4
1,77.04555244220484,15
0,64.70620273804091,3
0,87.83741953030516,2
0,81.13692482429315,2
0,46.84773224493428,20
1,49.031928471156476,15
1,74.0489052559826,10
1,78.67499891737437,20
1,63.112673893260606,18
0,55.219530537066674,13
1,77.63417441193208,14
0,55.253686897071475,10
1,69.80314191420086,11
0,63.25717508414422,10
0,71.56626433225917,4
1,42.50625240860705,16
1,65.64462566028917,12
1,85.39602934832459,12
0,71.57741935170124,6
0,55.964971372152995,5
0,112.6143975871419,1
1,64.4597762393422,24
1,48.847892407682664,16
0,51.28009294223281,2
1,60.481052582352454,7
0,71.43034385627772,6
0,34.71415632399235,9
0,68.60658757057925,-2
0,92.98990597218253,4
0,62.868379131763916,7
1,86.81753755770069,12
0,91.06124239699523,4
1,73.12289636193708,19
0,73.46635035671089,-1
0,81.90532402553862,-3
0,61.806128543374875,1
1,71.08195589193905,11
1,91.1518097176713,19
1,45.89318930452481,20
0,69.09791494516718,1
1,68.84247213412621,15
0,98.92430599409718,2
1,82.9614346863806,12
0,71.22739330571946,11
0,83.41932224390669,2
0,50.49225653317632,11
0,73.96114697061992,5
0,51.68680562531024,11
1,66.09824982545462,12
0,55.34451555712085,-1
0,78.37418015467992,15
0,100.19014660416454,20
0,89.3457093737557,16
0,67.64638551837038,8
0,43.03480790534168,8
1,93.1795694794473,17
0,70.68665810095591,8
0,57.734945175118575,18
0,64.61050417847432,11
1,86.03501659195126,24
1,96.55842343951427,18
1,69.60989398802108,22
1,64.4859433249966,13
0,69.08902093869796,4
0,67.90460657500385,3
1,44.73576076882388,21
0,49.65788548210749,15
1,51.983357775058806,15
1,63.91856216421071,17
1,79.44395875035231,12
1,52.23820837698277,13
1,75.25606160373731,8
0,86.34009657139602,13
0,41.75447547582192,2
1,66.8063961372754,10
1,59.20349645951348,13
1,78.98755634806525,13
0,74.27990253185959,4
0,61.88551251404762,3
1,95.64171257854211,21
1,60.81668277902102,15
0,69.3720401872159,7
0,84.12015313018796,5
0,95.45695706772901,2
1,60.5929335787474,15
0,103.35871598716193,4
0,85.4648370889189,8
1,57.248890951237605,16
0,42.89514894836395,2
0,97.90097447406063,8
0,64.56416817792767,3
0,65.57873735170622,9
1,72.090582282964,11
1,56.237620565777256,13
0,83.45387416092859,4
0,42.82827584512567,2
0,62.26139970699745,5
0,46.78772664815429,3
0,52.93782409601778,4
1,77.15027342299265,23
0,54.34193237329049,8
1,78.89294097656364,10
0,55.872188159652524,7
1,81.1623274049331,11
0,38.369825440369866,0
0,56.7435016871705,1
1,85.92484064069201,19
1,69.76223821800542,7
0,61.876111786508375,2
1,74.67867859154582,10
0,62.84402705911936,3
0,63.13140252892327,10
0,66.02127876585881,5
0,36.51053459658122,11
0,65.01689540918944,3
1,92.68187415568669,20
0,72.62292063142476,5
0,48.318426728044265,9
0,85.9066766713459,4
0,35.30658184023789,12
1,46.808317241590416,23
1,82.25538326897257,12
1,74.02585236271469,13
1,70.41445772698957,18
0,80.02117648102059,7
1,79.85692444241576,9
1,60.17371614229469,13
1,56.89263976774495,18
0,52.121455682121294,14
0,68.83120439525673,3
1,82.95427300200713,11
1,81.37507096245184,17
1,50.688198463494544,14
1,67.34653648807722,12
1,90.30394405326756,13
0,25.60046599578729,2
0,70.49804460858314,9
0,80.61453959901907,-2
0,79.17752673523303,5
0,34.15343081273733,8
1,78.54362165870455,16
0,72.00366644061903,-6
1,60.525438371254374,13
1,79.34004439040805,9
1,80.1520007341206,22
0,65.08414429949414,13
1,59.86569324535656,16
0,69.00378837866823,4
0,97.20803986318275,9
1,70.93091532852416,18
1,57.40233789959065,6
0,71.54137560847144,13
1,58.509405975933575,15
0,76.395863501831,0
1,94.72199662856801,19
0,76.30998181648386,-1
1,72.37237515847544,16
0,76.6810060459589,12
0,57.98299477876797,12
1,62.908262915593376,16
0,58.91503982990092,2
0,76.29413012169312,10
1,71.99129538986556,19
0,71.2600916719981,13
0,106.67346624520728,0
1,81.38447387620593,14
1,91.88260383494503,15
1,74.50353239673238,13
0,41.68262775728164,4
0,83.32658277889851,5
